Number;Draw no.;Genus;Species;Subspecies;Country;Locality;Key locality;OrigLatitude;OrigLongitude;Latitude;Longitude;Habitat;Collector/Leg.;Day;Month;Year;DBL no.;GMB no.;Type;Notes (1);Notes (2);Box no.
4388;2;Physa;acuta;;Egypt;Drain in Ezbet Kobbora 3 km E of Kafr El-Dawaar, Beheira;Beheira;30° 59' 0N;30° 12' 0E;30.98333;30.20000;Drain;Demian;5;3;1966;;19;;;;
4389;2;Physa;acuta;;Egypt;Drain in Ezbet Khodeir, E of Damietta, Domyat;Damietta;31° 25' 10N;31° 48' 54E;31.41940;31.81500;Drain;Demian;21;12;1965;;13;;;;
4390;2;Physa;acuta;;Egypt;Irrigation canal in El-Basasta, E of Damietta, Domyat;Damietta;31° 25' 10N;31° 48' 54E;31.41940;31.81500;Irrigation;Demian;21;12;1965;;12;;;;
4391;2;Physa;acuta;;Egypt;Beni Suef ;Beni Suef ;29° 3' 50N;31° 5' 20E;29.06390;31.08890;;A Helmy;;9;1978;;;;;;
4392;2;Physa;acuta;;Egypt;Misqa at Dessia church 6 km S of Faiyum town;Faiyum;29° 18' 28N;30° 50' 24E;29.30780;30.84000;;GMB;1;12;1965;;(6);;;;
4393;2;Physa;acuta;;Egypt;Elephantine Island, Aswan;Elephantine Island;24°5'30'' N;32°53'15'' E;;;;Eckardt;;3;1977;;;;;;
4394;2;Physa;acuta;;Egypt;The Nile at Luxor;Luxor;25° 40' 60N;32° 38' 60E;25.68330;32.65000;River ;WA;15;2;1972;;;;;;
4395;2;Physa;acuta;;Egypt;Saiyalet el Nile, Luxor;Luxor;25° 40' 60N;32° 38' 60E;25.68330;32.65000;River ;WA;16;2;1972;;;;;;
4396;2;Physa;acuta;;Egypt;Irrigation canal 140 km from Cairo to Alexandria, Beheira;Cairo;30° 3' 0N;31° 15' 0E;30.05000;31.25000;Irrigation;Demian;10;8;1966;;33;;;;
4397;2;Physa;acuta;;Egypt;Ballana, Nubia;Ballana;22° 16' 0N;31° 34' 0E;22.26667;31.56667;;Gismann;4;11;1955;;(34);;;;
4398;2;Physa;acuta;;Egypt;Drain N of Faiyum stadion;Faiyum;29° 18' 28N;30° 50' 24E;29.30780;30.84000;Drain;GMB;1;12;1965;;(9);;;;
4399;2;Physa;acuta;;Egypt;;Egypt;27° 0' 0N;30° 0' 0E;27.00000;30.00000;;Aboul-Ela;;;1966;;;;;;
4400;2;Physa;acuta;;Egypt;;Egypt;27° 0' 0N;30° 0' 0E;27.00000;30.00000;;Aboul-Ela;;;1966;;;;;;
4401;2;Physa;acuta;;Ethiopia;Irrigation canals of Mount Uari, Choa;Mount Uari;10°46'0'' N;37°43'0'' E;;;Irrigation;Graber;12;2;1973;;7;;;;
4402;2;Physa;acuta;;Ethiopia;2. dam of Awasa River, Choa 1500 m ;Choa;;;;;Dam;Graber;24;3;1973;;3;;;;
4403;2;Physa;acuta;;Ethiopia;Wonji sugar Estate;Wonji ;8° 26' 60N;39° 16' 60E;8.45000;39.28330;;GMB/OR;10;11;1970;;;;;;
4404;2;Physa;acuta;;Ethiopia;Lake Awasa;Lake Awasa;7°3'0'' N;38°26'0'' E;;;Lake;Graber;;3;1975;;;;;;
4405;2;Physa;acuta;;Ethiopia;K'ok'a (Choa);K'ok'a;8° 25' 60N;39° 1' 60E;8.43330;39.03330;;Brown;30;5;1962;;;;;;
4406;2;Physa;acuta;;Ethiopia;Wonji Sugar Estate S of Nazareth, upper Awarh valley;Wonji ;8° 26' 60N;39° 16' 60E;8.45000;39.28330;;Olivier;7;2;1964;;;;;;
4407;2;Physa;acuta;;Kenya;Juja River S of Thika;Thika;1° 3' 0S;37° 4' 60E;-1.05000;37.08330;River ;OR;7;5;1975;;;;;;
4408;2;Physa;acuta;;Kenya;DCK, Kibwezi Athi River ;Kibwezi;2° 25' 0S;37° 58' 0E;-2.41670;37.96670;River ;JEJ;;9;1976;;;;;;
4409;2;Physa;borbonica;;Kenya;Nairobi River, Nairobi;Nairobi;1° 16' 60S;36° 49' 0E;-1.28330;36.81670;River ;Teesdale;;1;1959;;;;;;
4410;2;Physa;borbonica;;Kenya;Kabete, 5 miles W of Nairobi;Kabete;1° 16' 0S;36° 43' 0E;-1.26670;36.71670;;Verdcourt;;;1955;;;;;;
4411;2;Physa;acuta;;Kenya;Matuu, Thika-Garissa road ;Matuu;1°12'0'' S;37°15'0'' E;;;;OR;1;5;1975;;;;;;
4412;2;Physa;acuta;;Kenya;Ruiru River Nairobi-Thika road ;Nairobi;1° 16' 60S;36° 49' 0E;-1.28330;36.81670;River ;Young;;;1972;;6;;;;
4413;2;Physa;sp.;;Kenya;Nairobi River, Nairobi;Nairobi;1° 16' 60S;36° 49' 0E;-1.28330;36.81670;River ;Teesdale;;1;1959;;;;;;
4414;2;Physa;borbonica;;Kenya;Rabuor, Yac near Kisumu;Rabuor;0° 9' 0S;34° 47' 60E;-0.15000;34.80000;;Highton;;;1958;;;;Verdcourt mis;;
4415;2;Physa;acuta;;Kenya;Mathari River, Nairobi;Nairobi;1° 16' 60S;36° 49' 0E;-1.28330;36.81670;River ;Highton;21;12;1966;;;;;;
4416;2;Physa;acuta;;Kenya;Gatamayu River (from a stomach of a rainbow trout) ;Gatamayu River;;;-1.06667;36.85000;River ;Watson;;10;1965;;;;;;
4417;2;Physa;acuta;;Kenya;Nairobi Dam;Nairobi ;1° 16' 60S;36° 49' 0E;-1.28330;36.81670;Dam;Mango;;;1972;;;;;;
4418;2;Physa;acuta;;Kenya;Masonga Wai River, University Nairobi;Nairobi;1° 16' 60S;36° 49' 0E;-1.28330;36.81670;River ;Young;;;1972;;2;;;;
4419;2;Physa;acuta;;Kenya;Getathuru River near Nairobi;Nairobi;1° 16' 60S;36° 49' 0E;-1.28330;36.81670;River ;Highton;21;12;1966;;;;;;
4420;2;Physa;mozambiquensis;;South Africa;Transvaal, Aapies River, N of Pretoria;Aapies River;;;-25.24222;28.14278;River ;LeRoux;;8;1954;;(56);;;;
4421;2;Physa;acuta;;South Africa;Natal, Durban, Lab-bred;Durban;29° 51' 0S;31° 1' 0E;-29.85000;31.01670;Laboratory;Bith. Lab.;;1;1970;;;;;;
4422;2;Physa;mozambiquensis;;South Africa;Natal, Cougella River, Durban;Durban;29° 51' 0S;31° 1' 0E;-29.85000;31.01670;River ;LeRoux;24;9;1954;;(46);;;;
4423;2;Physa;mozambiquensis;;South Africa;Natal, Umhlatuzana River, near Durban;Durban;29° 51' 0S;31° 1' 0E;-29.85000;31.01670;River ;LeRoux;24;9;1954;;(42);;;;
4424;2;Physa;acuta;;Namibia;Hot springs of AiAis, Fish river nat. reserve;AiAis;27° 55' 0S;17° 28' 60E;-27.91670;17.48330;Spring;Gormley;;;1975;;;;(Demian);;
4425;2;Physa;acuta;;South Africa;Transvaal, pools at the sewage farm, Potchefstroom ;Potchefstroom ;26° 43' 0S;27° 6' 0E;-26.71670;27.10000;Pool;;;;;;;;;;
4426;2;Physa;acuta;;South Africa;Natal, Chatsworth near Durban;Chatsworth;29° 55' 0S;30° 53' 60E;-29.91670;30.90000;;Brown;;;;;609;;;;
4427;2;Physa;acuta;;South Africa;Transvaal, Wolmaransstad, Vaal River ;Wolmaransstad;27° 11' 60S;25° 58' 0E;-27.20000;25.96670;River ;van Eeden;;;1966;;;;;;
4428;2;Physa;acuta;;South Africa;Komatispruit, Komatipoort, Tvl.;Komatipoort;25° 25' 60S;31° 55' 60E;-25.43330;31.93330;;Schutte;11;10;1967;;3;;;;
4429;2;Physa;acuta;;South Africa;Transvaal, Cydna Faron, Johannesburg;Johannesburg;26° 11' 60S;28° 4' 60E;-26.20000;28.08330;;van Eeden;;;1966;;;;;;
4430;2;Physa;mozambiquensis;;Zimbabwe;Umtali;Umtali;18° 58' 0S;32° 40' 0E;-18.96670;32.66670;;Clarke;;3;1960;;;;;;
4431;2;Physa;acuta;;DR Congo;Yolo-Funa confluent, Kinshasa;Kinshasa;4° 19' 47S;15° 18' 54E;-4.32970;15.31500;;Benneke;;9;1970;;67;;;;
4432;2;Physa;acuta;;DR Congo;Kisantu garden, Kinshasa;Kinshasa;4° 19' 47S;15° 18' 54E;-4.32970;15.31500;;Benneke;;2;1970;;20;;;;
4433;2;Physa;acuta;;DR Congo;Yolo River, Kinshasa;Kinshasa;4° 19' 47S;15° 18' 54E;-4.32970;15.31500;River ;Benneke;6;9;1970;;67;;;;
4434;2;Physa;acuta;;Senegal;Dakar;Dakar;14° 40' 15N;17° 26' 17W;14.67080;-17.43810;;Diallo;;2;1974;;;;;;
4435;2;Physa;acuta;;DR Congo;Congo River 1½ km S of Pointe de Kalina;Kalina;4° 17' 60S;15° 16' 0E;-4.30000;15.26670;River ;Benneke;27;9;1970;;87;;;;
4436;2;Physa;acuta;;DR Congo;Kisantu garden, Kinshasa;Kinshasa;4° 19' 47S;15° 18' 54E;-4.32970;15.31500;;Benneke;;4;1970;;28;;;;
4437;2;Physa;acuta;;DR Congo;Congo river, Mimosa Island, Kinshasa;Kinshasa;4° 19' 47S;15° 18' 54E;-4.32970;15.31500;River ;Benneke;14;9;1970;;75;;;;
4438;2;Physa;acuta;;DR Congo;Ngaliema Bay, Kinshasa;Ngaliema Bay;4° 19' 8S;15° 15' 27E;-4.31889;15.25750;River ;Benneke;18;10;1970;;99;;;;
4439;2;Physa;acuta;;DR Congo;Batunga stream, 8-9 km W of Kisangani;Kisangani;0° 31' 0N;25° 11' 60E;0.51667;25.20000;Stream ;Benneke;14;7;1970;;233;;;;
4440;2;Physa;acuta;;DR Congo;Ngaliema Bay, Congo River, below Kinshasa;Ngaliema Bay;4° 19' 8S;15° 15' 27E;-4.31889;15.25750;River ;Benneke;4;9;1970;;66;;;;
4441;2;Physa;acuta;;DR Congo;Congo River, Ngaliema Bay N of Gombe stream, Kinshasa;Ngaliema Bay;4° 19' 8S;15° 15' 27E;-4.31889;15.25750;River ;Benneke;20;9;1970;;79;;;;
4442;2;Physa;acuta;;DR Congo;Ngaliema Bay, Kinshasa;Ngaliema Bay;4° 19' 8S;15° 15' 27E;-4.31889;15.25750;River ;Benneke;10;10;1970;;95;;;;
4443;2;Physa;acuta;;Reunion;St. Paul;St. Paul;21° 0' 0S;55° 16' 0E;-21.00000;55.26670;;Brygoo;;2;1970;;;;;;
4444;2;Physa;acuta;;Reunion;Bassin des Cormorans ;Cormoran;21° 2' 0S;55° 14' 0E;-21.03333;55.23333;;Picot;;3;1975;;;;mis;;
4445;2;Physa;acuta;;Mauritius;Belle vue stream;Belle vue;20° 7' 60S;57° 40' 0E;-20.13330;57.66670;Stream ;Courlois;16;6;1973;;;;;;
4446;2;Physa;borbonica;;Mauritius;;Mauritius;20° 18' 0S;57° 35' 0E;-20.30000;57.58333;;Cooper;;;;;;;LeRoux L 44;;
4447;2;Physa;acuta;;Mauritius;Argy marsh;Argy;20° 11' 60S;57° 43' 60E;-20.20000;57.73330;Marsh;Courlois;15;6;1973;;;;;;
4448;2;Physa;acuta;;Reunion;Takamaka (Usine ekefrique);Takamaka;21° 18' 0S;55° 47' 60E;-21.30000;55.80000;;Brygoo;;2;1970;;;;;;
4449;2;Physa;sp.;;Madagascar;Majunga;Majunga;15° 43' 0S;46° 19' 0E;-15.71670;46.31670;;Brygoo;;;1965;;554;;;;
4465;3;Lymnaea;truncatula;;Ethiopia;Dinicho, swamp Bale 2950 m;Dinicho;8° 0' 0N;38° 13' 60E;8.00000;38.23330;Swamp;Graber;24;2;1973;;16;;;;
4466;3;Lymnaea;truncatula;;Morocco;Massa, Agadir Province ;Massa;29°57'0'' N;9°38'0'' W;;;;McCullough;;4;1978;;;;;;
4467;3;Lymnaea;truncatula;;Morocco;Oued Tatta , Agadir;Oued Tatta ;;;29.16000;-7.95000;Wadi;Camerlynch;;12;1972;;;;;;
4468;3;Lymnaea;truncatula;;Morocco;Attaouia irrigition system, El Kélaâ ;Attaouia ;31° 50' 13N;7° 18' 39W;31.83690;-7.31080;Irrigation;McCullough;;4;1978;;;;;;
4469;3;Lymnaea;truncatula;;Morocco;S. 1 (3);Morocco;32° 0' 0N;5° 0' 0W;32.00000;-5.00000;;McCullough;;4;1978;;;;;;
4480;3;Lymnaea;truncatula;;Egypt;Bahariya Oasis;Bahariya Oasis;;;28.25000;28.95000;;Demian;;;;;;;;;
4481;3;Lymnaea;truncatula;;Egypt;Drain in Ezbet Kobbara 3 km E of Kafr el-Dawaar, Beheira;Beheira;30° 59' 0N;30° 12' 0E;30.98333;30.20000;Drain;Demian;5;3;1966;;19;;;;
4482;3;Lymnaea;truncatula;;Egypt;Cairo;Cairo;30° 3' 0N;31° 15' 0E;30.05000;31.25000;;Dr. Ayad;;7;1952;;;;;;
4483;3;Lymnaea;truncatula;;Ethiopia;Marsh at 92 km on Addis-Jimma road ;Jimma;7° 40' 0N;36° 49' 60E;7.66670;36.83330;Marsh;Fisseha;;;1964;;;;;;
4484;3;Lymnaea;truncatula;;Ethiopia;2. dam, Awarh River, Shoa 1500 m;Shoa;9°0'0'' N;39°0'0'' E;;;River;Graber;24;3;1973;;3;;;;
4485;3;Lymnaea;truncatula;;Kenya;Pool 2 km SW of Melangine to Dundori. Aberdase;Dundori;0° 12' 0S;36° 16' 0E;-0.20000;36.26670;Pool;JEJ;;6;1976;;;;;;
4486;3;Lymnaea;truncatula;;Tanzania;Mtumbi, Lushoto District ;Lushoto;4° 46' 60S;38° 16' 60E;-4.78330;38.28330;;Vet. Dep.;;1;1962;;;;(Verdcourt);;
4487;3;Lymnaea;truncatula;;Kenya;River 4.2 km from Melangine to Oljoro Orok;Oljoro Orok;0° 4' 0S;36° 22' 0E;-0.06670;36.36670;River;JEJ;;6;1976;;;;;;
4488;3;Lymnaea;truncatula;;South Africa;Drain running into a tributary of Umgeni near Peter Bridge;Umgeni;;;;;Drain;LeRoux;23;9;1954;;;;;;
4489;3;Lymnaea;truncatula;;DR Congo;Mission de Nyundo Kishenyi (Kiou);Kishenyi;1° 57' 51S;29° 5' 47E;-1.96420;29.09640;;Gillet;;;1959;;14G;;;;
4490;3;Lymnaea;truncatula;;Kenya;Eldama River, Ravine;Eldama River;0° 3' 0N;35° 43' 0E;0.05000;35.71667;River;GMB;14;1;1954;;;;;;
4491;3;Lymnaea;truncatula;;Kenya;River Ragati near Giakaibii, Mt. Kenya;Giakaibii;0° 25' 0S;37° 8' 60E;-0.41670;37.15000;River;Young;;;1972;;48;;;;
4492;3;Lymnaea;truncatula;;Tanzania;Stream in Mgwashi Valley, Lushoto District ;Mgwashi ;4° 43' 0S;38° 25' 0E;-4.71670;38.41670;Stream;RW Butler;;;1960;;;;(Verdcourt);;
4493;3;Lymnaea;truncatula;;Kenya;Irrigation furrows, Sweet water Farm, Nanyuki;Nanyuki;0° 1' 0N; 37° 4' 0E ;0.01670;37.06670;Irrigation;J Dinnik;23;8;1957;;;;;;
4494;3;Lymnaea;truncatula;;Uganda;Sasa River, Mt. Elgon, 11.600 feet;Sasa River;;;1.21667;34.38333;River;Cridland;;4;1955;;;;;;
4564;3;Lymnaea;palustris ;;Algeria;Mazagran;Mazagran;35° 54' 7N;0° 4' 37E;35.90190;0.07690;;V Kechemir;26;3;1978;;;;;;
4567;3;Lymnaea;palustris ;;Morocco;Ganafda near Souk el Arba du Gharb;Ganafda;34° 49' 0N;6° 15' 0W;34.81670;-6.25000;;Cornu;6;4;1967;;;;;;
4579;3;Lymnaea;columella;;Egypt;Misqa at Dessia Church, 6 km S of Faiyum Town;Faiyum;29° 18' 28N;30° 50' 24E;29.30780;30.84000;;GMB;1;12;1966;;(8);;;;
4580;3;Lymnaea;columella;;Egypt;Elephantine Island, Aswan;Elephantine Island;24°5'30'' N;32°53'15'' E;;;;Eckardt;;3;1977;;;;;;
4581;3;Lymnaea;columella;;Egypt;Misqa in El-Adliya 3 km E of Kafr El-Daurcar, Beheira;El-`Âdlîya ;31° 23' 41N;31° 45' 47E;31.39472;31.76306;;Demian;5;3;1966;;21;;;;
4582;3;Lymnaea;columella;;Egypt;Drain near Nawa, 12 km NE of Qaliub;Nawa;30° 13' 40N;31° 15' 52E;30.22780;31.26440;Drain;GMB;7;12;1966;;;;;;
4583;3;Lymnaea;columella;;Egypt;Misket OmSabet Toukh, Qalibiya ;Toakh;30° 20' 54N;31° 9' 29E;30.34830;31.15810;;Publ. Health;;1;1967;;;;(Zaghloul 8);;
4584;3;Lymnaea;columella;;Egypt;Small drain at Sinnhwa, S of Minya El-Qamh, Sharqiya;Sinnahwa;30° 25' 30N;31° 22' 20E;30.42500;31.37220;Drain;Demian;17;11;1965;;5;;;;
4585;3;Lymnaea;columella;;South Africa;Natal, Congella River, Durban;Durban;29° 51' 0S;31° 1' 0E;-29.85000;31.01670;River;LeRoux;24;9;1954;;(46);;;;
4586;3;Lymnaea;columella;;Zambia;Ndola;Ndola;12° 58' 0S;28° 37' 60E;-12.96670;28.63330;;Cridland;;1;1966;;;;;;
4587;3;Lymnaea;columella;;South Africa;Vlei near Zonder End River, Cape Province ;Zonder End River;;;-34.06667;20.28333;Vlei;LeRoux;28;11;1954;;;;;;
4588;3;Lymnaea;columella;;South Africa;Clanwilliam, Cape Province ;Clanwilliam;32° 10' 60S;18° 53' 60E;-32.18330;18.90000;;LeRoux;;1;1956;;;;;;
4589;3;Lymnaea;columella;;South Africa;Pokkraal, Worcester, Cape Province ;Pokkraal;;;;;;LeRoux;;;;;;;;;
4591;3;Lymnaea;columella;;South Africa;Transvaal, Vaal Barrage;Vaal Barrage;;;;;;V Eeden;29;7;1956;;;;;;
4592;3;Lymnaea;columella;;Zimbabwe;Umtali;Umtali;18° 58' 0S;32° 40' 0E;-18.96670;32.66670;;V Eeden;15;1;1958;;;;;;
4593;3;Lymnaea;columella;;South Africa;Small stream, Boloke-Kraal, Goudini, Worcestor;Goudini;34° 36' 0S;19° 19' 0E;-34.60000;19.31670;Stream;LeRoux;3;12;1954;;(40);;;;
4594;3;Lymnaea;columella;;South Africa;Artois Farm, Tulbagh, Cape Province ;Tulbagh;33° 16' 60S;19° 8' 60E;-33.28330;19.15000;;LeRoux;;1;1956;;;;;;
4595;3;Lymnaea;columella;;South Africa;Natal, tributary of the Umgeni River, Durban;Durban;29° 51' 0S;31° 1' 0E;-29.85000;31.01670;River;LeRoux;23;9;1954;;;;;;
4599;3;Lymnaea;columella;;Egypt;Misqa 3 km E of Kafr El-Dawaar, Beheira;Beheira;30° 59' 0N;30° 12' 0E;30.98333;30.20000;;Demian;5;3;1966;;20;;;;
4635;3;Lymnaea;peregra;;Morocco;Oued Akrech between Aïn El Aouda and Temara;Oued Akrech ;;;33.93000;-6.80000;Stream;Camerlynch;29;4;1971;;;;;;
4636;3;Lymnaea;peregra;;Morocco;Maâda River, Arboua;Arboua;;;;;River;Cridland;;3;1967;;;;;;
4637;3;Lymnaea;peregra;;Morocco;Ganafda near Souk el Arba du Gharb;Ganafda;34° 49' 0N;6° 15' 0W;34.81670;-6.25000;;Cornu;6;4;1967;;;;;;
4638;3;Lymnaea;peregra;;Morocco;S. 1. (3);Morocco;32° 0' 0N;5° 0' 0W;32.00000;-5.00000;;McCullough;;4;1978;;;;;;
4639;3;Lymnaea;peregra;;Morocco;Attaouia irrigition system, El Kélaâ ;Attaouia ;31° 50' 13N;7° 18' 39W;31.83690;-7.31080;Irrigation;McCullough;;4;1978;;;;;;
4640;3;Lymnaea;peregra;;Morocco;Swamp near lower Ghedira (Larache);Ghedira ;35° 9' 1N;6° 10' 33W;35.15030;-6.17580;Swamp;Camerlynch;4;6;1971;;162;;;;
4641;3;Lymnaea;peregra;;Morocco;Beni Mellal, Irrigation system;Beni Mellal;32° 19' 60N;6° 20' 60W;32.33330;-6.35000;Irrigation;McCullough;;4;1978;;;;;;
4642;3;Lymnaea;peregra;;Morocco;Ganafda, Kenitra Province ;Ganafda;34° 49' 0N;6° 15' 0W;34.81670;-6.25000;;Camerlynch;26;5;1971;;(149);;;;
4643;3;Lymnaea;peregra;;Morocco;Fkih-Ben-Salah;Fkih-Ben-Salah;32° 30' 0N;6° 42' 0W;32.50000;-6.70000;;Camerlynch;;7;1972;;;;;;
4644;3;Lymnaea;peregra;;Morocco;Merja Ghedira  (Larache);Ghedira ;35° 9' 1N;6° 10' 33W;35.15030;-6.17580;;Camerlynch;29;6;1971;;197;;;;
4659;3;Lymnaea;auricularia;;Algeria;Jardin O'essai, Alger;Alger;36° 45' 47N;3° 3' 2E;36.76310;3.05060;;V Kechemir;14;6;1978;;;;;;
4728;3;Lymnaea;stagnalis;;Morocco;Swamp Khedira at Larache, Tetuan Province;Larache;35° 11' 50N;6° 9' 12W;35.19720;-6.15330;Swamp;Camerlynch;24;5;1971;;(148);;;;
4731;3;Lymnaea;stagnalis;;Egypt;Wadi El Natrûn;Wadi Natrûn;30°25'0'' N;30°13'0'' E;30.41667;30.21667;Wadi;Zaghloul;;;1966;;;;;;
4732;3;Lymnaea;columella;;Egypt;Birlat El-Halwes near Ismailiya;Ismailiya;30° 34' 60N;32° 16' 0E;30.58330;32.26670;;Demian;3;2;1966;;15;;;;
4733;3;Lymnaea;columella;;South Africa;Transvaal, Nelspruit;Nelspruit;25° 28' 0S;30° 58' 0E;-25.46670;30.96670;;Williams;;;1962;;;;(CC 1995);;
4735;3;Lymnaea;columella;;Kenya;Machakos, Kyaana Riv;Machakos;1° 31' 0S;37° 16' 0E;-1.51670;37.26670;;H Madsen;28;11;1985;851206-2;;;;;
4752;4;Lymnaea;natalensis;;Egypt;El Bassussiya Canal, Kafr Salim, Qaliubiya;Kafr Salim;30° 10' 57N;31° 10' 2E;30.18250;31.16720;;Gismann;6;3;1955;;;;;;
4753;4;Lymnaea;natalensis;;Egypt;Drain in Ezbet Khodeir, E of Damietta, Domyat;Damietta;31° 25' 10N;31° 48' 54E;31.41940;31.81500;Drain;Demian;21;12;1965;;13;;;;
4754;4;Lymnaea;natalensis;;Egypt;Drain in El-Adliya 5 km S of Damietta, Domyat;El-`Âdlîya ;31° 23' 41N;31° 45' 47E;31.39472;31.76306;Drain;Demian;22;12;1965;;14;;;;
4755;4;Lymnaea;natalensis;;Egypt;El Hadtha bridge 3 km N of Qaliub;Qaliub;30° 10' 59N;31° 12' 19E;30.18310;31.20530;;GMB;7;12;1966;;;;;;
4756;4;Lymnaea;natalensis;;Egypt;Drain near Ezbet 'Azgoul 3 km N of Minya al Qamh, Sharqiya;Minya al Qamh;30° 30' 49N;31° 20' 47E;31.51360;31.34640;Drain;Demian;17;11;1965;;2;;;;
4757;4;Lymnaea;natalensis;;Egypt;Irrigation Canal near El-Basarta, E of Damietta, Domyat;Damietta;31° 25' 10N;31° 48' 54E;31.41940;31.81500;Irrigation;Demian;21;12;1965;;12;;;;
4758;4;Lymnaea;natalensis;;Egypt;Bahadiya Canal, Qaliubiya;Qaliubiya;31° 6' 50N;31° 34' 15E;31.11390;31.57080;Canal;Gismann;1;3;1955;;;;;;
4759;4;Lymnaea;natalensis;;Egypt;Drain E of Abu Rawwash to El Hagadla. Giza;Abu Rawwash;30° 2' 44N;31° 5' 33E;30.04560;31.09250;Drain;Demian;20;6;1966;;26;;;;
4760;4;Lymnaea;natalensis;;Egypt;Drain in Ezbet Bilal 25 km E of Alexandria;Ezbet Bilal;31°15'53'' N;30°56'56'' E;31.26472;30.94889;Drain;Demian;3;3;1966;;16;;;;
4761;4;Lymnaea;natalensis;;Egypt;Nuzha airport, Alexandria area;Alexandria;31° 11' 53N;29° 55' 9E;31.19810;29.91920;;Gismann;;6;1955;;(11);;;;
4762;4;Lymnaea;natalensis;;Egypt;Irrigation canal near Ezbet 'Azgoul 3 km N of Minya al Qamh, Sharqiya;Minya al Qamh;30° 30' 49N;31° 20' 47E;32.51360;31.34640;Irrigation;Demian;17;11;1965;;1;;;;
4763;4;Lymnaea;natalensis;;Egypt;El Ahraz drain, Shebin, Qaliubiya;El Ahraz;30° 20' 27N;31° 18' 28E;30.34080;31.30780;Drain;Publ. Health;;1;1967;;;;(Zaghloul 10);;
4764;4;Lymnaea;natalensis;;Egypt;El Hamra, Wadi Natrûn;Wadi Natrûn;30°25'0'' N;30°13'0'' E;30.41667;30.21667;Wadi;GMB;23;2;1969;;;;;;
4765;4;Lymnaea;natalensis;;Egypt;Imbaba near Cairo;Imbaba;30° 4' 0N;31° 13' 0E;30.06670;31.21670;;T Nasr;;9;1971;;;;;;
4766;4;Lymnaea;natalensis;;Egypt;Birket El- Halwes, near Ismailiya;Ismailiya;30° 34' 60N;32° 16' 0E;30.58330;32.26670;;Demian;3;2;1966;;15;;;;
4767;4;Lymnaea;natalensis;;Egypt;Drain N of Faiyum Stadion, Faiyum;Faiyum;29° 18' 28N;30° 50' 24E;29.30780;30.84000;Drain;Demian;1;12;1965;;9;;;;
4768;4;Lymnaea;natalensis;;Egypt;Saiyalet el Nil, Luxor;Luxor;25° 40' 60N;32° 38' 60E;25.68330;32.65000;River;WA;16;2;1972;;;;;;
4769;4;Lymnaea;natalensis;;Sudan;Gezira;Gezira;;;;;;Amin;11;1;1971;;2;;;;
4770;4;Lymnaea;natalensis;;Sudan;River Bangatwol, Nyang Forest;River Bangatwol;;;;;River;NA Hancock;;3;1955;;;;;;
4771;4;Lymnaea;natalensis;;Sudan;Mlakal;Malakal;9° 32' 13N;31° 39' 22E;9.53690;31.65610;;Amin;21;5;1970;;4;;;;
4772;4;Lymnaea;natalensis;;Sudan;Manaqil;Manaqil;14° 15' 0N;32° 58' 60E;14.25000;32.98330;;PJ Hunter;;2;1967;;11;;;;
4773;4;Lymnaea;natalensis;;Sudan;The White Nile between Gabel Aulia and Kosti;Gabel Aulia;15° 14' 17N;32° 29' 18E;15.23806;32.48833;River;Williams;;2;1967;;;;;;
4774;4;Lymnaea;natalensis;;Sudan;Juba, Khor from Nile;Juba;4° 50' 60N;31° 37' 0E;4.85000;31.61670;River;Dr. Ayad;;;1952;;;;;;
4775;4;Lymnaea;natalensis;;Sudan;White Nile at Kosti;Kosti;13° 10' 0N;32° 40' 0E;13.16670;32.66670;River;Abdel Malek;;1;1955;;;;;;
4776;4;Lymnaea;natalensis;;Sudan;Swamp on the nile shore at Kosti;Kosti;13° 10' 0N;32° 40' 0E;13.16670;32.66670;Swamp;Echardt;28;3;1977;;;;;;
4777;4;Lymnaea;natalensis;;Sudan;White Nile at Kosti;Kosti;13° 10' 0N;32° 40' 0E;13.16670;32.66670;River;Abdel Malek;;1;1957;;;;;;
4778;4;Lymnaea;natalensis;;Sudan;The white Nile N of Kosti;Kosti;13° 10' 0N;32° 40' 0E;13.16670;32.66670;River;Williams;;2;1967;;7, 20;;;;
4779;4;Lymnaea;natalensis;;Sudan;Wad Medani (lab-bred);Wad Medani;14° 24' 0N;33° 31' 60E;14.40000;33.53330;Laboratory;Weda/Tadros;;1;1966;;;;;;
4780;4;Lymnaea;natalensis;;Sudan;Suni, Darfur;Suni;13° 1' 60N;24° 25' 0E;13.03330;24.41670;;Watson;;;1967;;;;;;
4781;4;Lymnaea;natalensis;;Sudan;Saraf Buya 25 miles S of Zalingei, Darfur;Saraf Buya;12°38'0'' N;23°19'0'' E;;;Pools;Watson;;;1966;;;;;;
4782;4;Lymnaea;natalensis;;Sudan;Wadi Kaja, Darfur;Darfur;13°0'0'' N;25°0'0'' E;13.00000;25.00000;Wadi;Watson;;;1967;;;;;;
4783;4;Lymnaea;natalensis;;Sudan;Wadi Gulol, Darfur;Darfur;13°0'0'' N;25°0'0'' E;;;Wadi;Watson;;;1967;;;;;;
4784;4;Lymnaea;natalensis;;Sudan;Murtagyello, Darfur;Darfur;13°0'0'' N;25°0'0'' E;13.00000;25.00000;;Watson;;;1967;;;;;;
