Number;Draw no.;Genus;Species;Subspecies;Country;Locality;Key locality;OrigLatitude;OrigLongitude;Latitude;Longitude;Habitat;Collector/Leg.;Day;Month;Year;DBL no.;GMB no.;Type;Notes (1);Notes (2);Box no.
6281;10;Gyraulus;costulatus;;Uganda;Lake Victoria, Napoleon Gulf;Napoleon Gulf;0° 25' 0N;33° 15' 0E;0.41667;33.25000;Lake ;Cridland;;;1952;;;;;;
6282;10;Gyraulus;costulatus;;Zimbabwe;Gwebi River ;Gwebi River ;;;;;River;Cridland;;;1963;;172;;;;
6284;10;Gyraulus;costulatus;;Tanzania;Igalla Buhima, Ukerewe;Igalla Buhima;;;;;;McClelland;;;;;;;;;
6285;10;Gyraulus;costulatus;;Uganda;Victoria Nile at Simba Falls;Simba Falls;0° 43' 60N;32° 2' 60E;0.73333;33.05000;River;Cridland;;;;;;;;;
6286;10;Gyraulus;costulatus;;Uganda;Lira Dam;Lira;2° 14' 6N;32° 54' 35E;2.23500;32.90970;Dam;Sturrock;14;6;1965;;14;;;;
6287;10;Gyraulus;costulatus;;Uganda;Sezibaia River between Mukono and Lugazi;Mukono;0° 21' 12N;32° 45' 19E;0.35330;32.75530;River;Cridland;;2;1954;;;;;;
6288;10;Gyraulus;costulatus;;Uganda;Lake Victoria, northern part;Lake Victoria;1°0'0'' S;33°0'0'' E;;;Lake ;Cridland;;;;;;;;;
6289;10;Gyraulus;costulatus;;Uganda;Lake Albert South;Lake Albert ;1° 40' 0N;31° 0' 0E;1.66667;31.01667;Lake ;Cridland;;;1955;;;;;;
6290;10;Gyraulus;costulatus;;Uganda;Albert Nile, Laropi 3-4';Laropi;3° 32' 31N;31° 50' 33E;3.54190;31.84250;River;Cridland;;8;1955;;;;;;
6291;10;Gyraulus;costulatus;;Uganda;Lira Dam;Lira;2° 14' 6N;32° 54' 35E;2.23500;32.90970;Dam;Sturrock;14;6;1965;;15;;;;
6292;10;Gyraulus;costulatus;;Uganda;Between Abiya and Apala, NE of Lira, Dam;Abiya;2° 27' 0N;33° 7' 0E;2.45000;33.11670;Dam;Sturrock;15;6;1965;;29;;;;
6293;10;Gyraulus;costulatus;;Uganda;River Mpanga at Lake George;River Mpanga;0° 3' 0N;30° 17' 0E;0.05000;30.28333;River;Cridland;;;1952;;;;;;
6294;10;Gyraulus;costulatus;;Uganda;Paranga 25 miles N of Lira, River Aswa;Lira;2° 14' 6N;32° 54' 35E;2.23500;32.90970;River;Sturrock;15;6;1965;;34;;;;
6295;10;Gyraulus;costulatus;;Uganda;Lango District ;Lango;;;;;;Cridland;;2;1954;;;;mis;;
6296;10;Gyraulus;costulatus;;Uganda;Masindi Port , Lake Kyoga;Masindi Port;1° 41' 9N;32° 4' 59E;1.68580;32.08310;Lake ;Cridland;;;;;362A;;;;
6297;10;Gyraulus;costulatus;;Uganda;Aloi, 20 miles E of Lira, Dam;Lira;2° 14' 6N;32° 54' 35E;2.23500;32.90970;Dam;Sturrock;18;6;1965;;53;;;;
6298;10;Gyraulus;costulatus;;Uganda;Albert Nile at Packwach 3-4';Packwach;2° 27' 13N;31° 30' 9E;2.45360;31.50250;River;Cridland;;8;1955;;;;;;
6299;10;Gyraulus;costulatus;;Uganda;Victoria Nil at Bujagali;Bujagali;0° 28' 60N;33° 8' 60E;0.48333;33.15000;River;GMB;18;2;1951;;;;;;
6300;10;Gyraulus;costulatus;;Uganda;Lake Edward, shore near border to Congo;Lake Edward ;0° 21' 0S;29° 35' 0E;-0.35000;29.58333;Lake ;GMB;;2;1951;;;;;;
6301;10;Gyraulus;crassus;;Uganda;Lake Victoria, Napoleon Gulf 1 feet;Napoleon Gulf;0° 25' 0N;33° 15' 0E;0.41667;33.25000;Lake ;Cridland;;4;1955;;;;;;
6302;10;Gyraulus;costulatus;;Uganda;Aloi, 20 miles E of Lira, Dam;Aloi;2° 15' 10N;33° 10' 40E;2.25280;33.17780;Dam;Sturrock;18;6;1965;;48;;;;
6303;10;Gyraulus;costulatus;;Uganda;Crater Lake S of Fort Portal;Fort Portal ;0° 41' 38N;30° 15' 59E;0.69390;30.26640;Lake ;GMB;7;2;1951;;;;;;
6304;10;Gyraulus;costulatus;;Uganda;Lake Kyoga near Bugundo;Bugundo;1° 35' 26N;33° 18' 2E;1.59060;33.30060;Lake ;Cridland;8;9;1950;;;;;;
6305;10;Gyraulus;costulatus;;Uganda;The Nile;Uganda;2°0'0'' N;33°0'0'' E;;;River;Cridland;;4;1950;;;;;;
6306;10;Gyraulus;costulatus;;Uganda;Lake Victoria, Napoleon Gulf;Napoleon Gulf;0° 25' 0N;33° 15' 0E;0.41667;33.25000;Lake ;Cridland;;9;1954;;;;;;
6307;10;Gyraulus;costulatus;;Uganda;Masindi Port 3-4';Masindi Port;1° 41' 9N;32° 4' 59E;1.68580;32.08310;;Cridland;;8;1955;;;;;;
6308;10;Gyraulus;costulatus;;Uganda;Victoria Nile at Owen Falls Dam;Owen Falls;0° 26′ 36″ N;33° 11′ 13″ E;0.44334;33.18694;River;Cridland;;10;1954;;;;;;
6309;10;Gyraulus;costulatus;;Uganda;Lake Edward between Nyamagasani and Congo;Nyamagasani;0° 9' 0S;29° 49' 0E;-0.15000;29.81667;Lake ;Cridland;;2;1954;;;;;;
6310;10;Gyraulus;costulatus;;Uganda;Albert Nile, Rhino Camp;Rhino Camp;2° 57' 50N;31° 24' 40E;2.96390;31.41110;River;Cridland;;8;1955;;;;;;
6311;10;Gyraulus;costulatus;;Uganda;Lake Edward;Lake Edward;0° 21' 0S;29° 35' 0E;-0.35000;29.58333;Lake ;Cridland;;;1954;;;;;;
6312;10;Gyraulus;costulatus;;Uganda;Nawanga River ;Nawanga River;;;0.74361;33.57083;River;Cridland;;12;1951;;;;;;
6313;10;Gyraulus;costulatus;;Uganda;Lake Victoria, Hippo Bay at Entebbe;Entebbe;0° 3' 52N;32° 26' 49E;0.06440;32.44690;Lake ;Cridland;;4;1951;;;;;;
6314;10;Gyraulus;costulatus;;Uganda;Lake Edward;Lake Edward;0° 21' 0S;29° 35' 0E;-0.35000;29.58333;Lake ;Cridland;;;;;302;;;;
6342;11;Planorbis;planorbis;philippi;Egypt;Drain near Nuzha airport, North Beheira, Alexandria;Alexandria;31° 11' 53N;29° 55' 9E;31.19810;29.91920;Drain;Gismann;;;1955;;(11);;;;
6344;11;Planorbis;planorbis;philippi;Egypt;Birket el-Halwes, Ismailiya;Ismailiya;30° 34' 60N;32° 16' 0E;30.58330;32.26670;;Demian;3;2;1966;;15;;;;
6345;11;Planorbis;planorbis;philippi;Egypt;Beni Salama, Wadi Natrûn;Beni Salama;30° 19' 0N;30° 51' 0E;30.31670;30.85000;Wadi;GMB;23;2;1969;;;;;;
6346;11;Planorbis;planorbis;philippi;Egypt;Near Lake Mariut (Mareotis) along Alexandria-Cairo dessert road ;Lake Mareotis;;;31.15750;29.89889;Lake ;Gismann;;6;1955;;106;;;;
6347;11;Planorbis;planorbis;philippi;Egypt;Irrigation Canal 43 km E of Alexandria, Rashid;Alexandria;31° 11' 53N;29° 55' 9E;31.19810;29.91920;Irrigation;Demian;3;3;1966;;18;;;;
6348;11;Planorbis;planorbis;philippi;Egypt;El Hamra, Wadi Natrûn;Wadi Natrûn;30°25'0'' N;30°13'0'' E;30.41667;30.21667;;GMB;23;2;1969;;;;;;
6349;11;Planorbis;parenzani;;Ethiopia;5 km S of Adamitullo in Bulbulla River ;Adamitullo ;7° 52' 0N;38° 42' 0E;7.86670;38.70000;River;Brown;6;8;1962;;;;;;
6350;11;Planorbis;planorbis;philippi;Egypt;Nagraha drain, Damanhur Town, Beheira;Damanhur ;31° 1' 60N;30° 28' 0E;31.03330;30.46670;Drain;Gismann;20;2;1955;;;;;;
6358;11;Planorbis;planorbis;;Morocco;Lake Khedira, Larache, Tetuan Province ;Larache;35° 11' 50N;6° 9' 12W;35.19720;-6.15330;Lake ;Biles;;;1971;;;;(D. Brown);;
6359;11;Planorbis;planorbis;;Morocco;Ganafda, Kemitra Province ;Ganafda;34° 49' 0N;6° 15' 0W;34.81670;-6.25000;;Camenlynck;26;5;1971;;(149);;;;
6360;11;Planorbis;planorbis;;Morocco;Oued Akrech  between Aïn El Aouda and Temara S of Rabat;Oued Akrech ;;;33.93000;-6.80000;Stream;Camenlynck;29;4;1971;;;;;;
6361;11;Planorbis;planorbis;;Morocco;Rabat;Rabat;34° 1' 31N;6° 50' 10W;34.02530;-6.83610;;Publ. Health Dep.;;;1967;;;;;;
6362;11;Planorbis;planorbis;;Algeria;Oued Alleug;Oued Alleug;36° 33' 19N;2° 47' 25E;36.55530;2.79030;;Kechemir;28;3;1978;;;;;;
6363;11;Planorbis;planorbis;;Morocco;Swamp Khedira at Larache, Tetuan Province ;Larache;35° 11' 50N;6° 9' 12W;35.19720;-6.15330;Swamp;Camenlynck;24;5;1971;;(148);;;;
6565;11;Biomphalaria;glabrata;;Kenya;Lake Naivasha, Lab-bred;Lake Naivasha;0° 46' 6.7S;36° 21' 2.32 E;-0.76853;36.35064;Laboratory;Highton;;;1967;;;;Sent as B. sudanica;;
6596;11;Helisoma;duryi;;Mauritius;Trianon, Stream ;Trianon;20° 15' 0S;57° 28' 60E;-20.25000;57.48330;Stream;Courtois;20;6;1973;;;;;;
6597;11;Helisoma;duryi;;Uganda;Western part, Lab-bred;Uganda;2°0'0'' N;33°0'0'' E;;;Laboratory;Thomas;;8;1977;;;;;;
6601;11;Helisoma;duryi;;Kenya;Alana Farm, Mombasa;Mombasa;4° 2' 60S;39° 40' 0E;-4.05000;39.66670;;Highton;;10;1970;;;;;;
6602;11;Helisoma;duryi;;Kenya;Mombasa;Mombasa;4° 2' 60S;39° 40' 0E;-4.05000;39.66670;;Highton;;10;1970;;;;;;
6603;11;Helisoma;duryi;;Reunion;River, St. Denis;St. Denis;20° 52' 0S;55° 28' 0E;-20.86670;55.46670;River;Picot;;3;1975;;;;mis;;
6604;11;Helisoma;duryi;;Zambia;Lake Kariba;Lake Kariba;17° 0' 0S;28° 0' 0E;-17.00000;28.00000;;Jewsbury;;1;1976;;;;Lab-bred.;;
6621;11;Helisoma;duryi;;Kenya;Bamburi;Bamburi;4° 0' 0S;39° 43' 0E;-4.00000;39.71670;;JEJ;;;1976;;;;;;
6632;11;Planorbarius;metidjensis;;Morocco;Rabat;Rabat;34° 1' 31N;6° 50' 10W;34.02530;-6.83610;;Publ. Health;;;1967;;;;;;
6635;11;Planorbarius;metidjensis;;Morocco;Rabat;Rabat;34° 1' 31N;6° 50' 10W;34.02530;-6.83610;;Publ. Health;;;1967;;;;;;
6637;11;Planorbarius;metidjensis;;Algeria;Hammiz;Hammiz;;;;;;Kechemir;12;6;1978;;;;;;
6639;11;Planorbarius;metidjensis;;Morocco;El Kelaa, Attaouia Irrigation system;Attaouia ;31° 50' 13N;7° 18' 39W;31.83690;-7.31080;Irrigation ;McCullough;;4;1978;;;;;;
6641;11;Planorbarius;metidjensis;;Morocco;Oued Akrech between Aïn El Aouda and Temara;Oued Akrech ;;;33.93000;-6.80000;Stream;Camerlynck;29;4;1971;;;;;;
6646;26;Ancylus;simplex;;Algeria;El Guecharnia ;El Guecharnia ;;;;;;Bruun;;5;1939;;;;;;
6651;26;Ancylus;striatus;;Morocco;Attaouia  Irrigation canal, El Kelaa;Attaouia ;31° 50' 13N;7° 18' 39W;31.83690;-7.31080;Irrigation ;McCullough;;4;1978;;;;;;
6652;26;Ancylus;costulatus;;Morocco;Maâda River, Arboua;Arboua;29°57'0'' N;9°38'0'' W;;;River;Cridland;;3;1967;;;;;;
6665;26;Ancylus;regularis;;Ethiopia;Stream 15 km W of Dilla;Dilla;6° 25' 0N;38° 19' 0E;6.41670;38.31670;Stream;Brown;22;5;1962;;;;;;
6667;26;Ancylus;abyssinicus;;Ethiopia;Tafo Stream, 17 km from Addis to Asmara;Tafo Stream;;;9.01667;38.90000;Stream;Fisseha;;3;1964;;;;;;
6668;26;Ancylus;fluviatilis;;Eritrea;Stream on Asmara-Keren road ;Asmara;15° 19' 60N;38° 55' 60E;15.33330;38.93330;Stream;Ayad;;;1952;;;;;;
6669;26;Ancylus;ashangiensis;;Ethiopia;Lake Ashange;Lake Ashange;;;12.58333;39.50000;Lake ;Brown;20;8;1962;;;Paratype;;;
6671;26;Ancylus;sp.;;Sudan;The Nile at the Second Cataract (21.48° N 30.97° E);2end cataract;21° 28′ 48N;30° 58′ 12E;21.48000;30.97000;River;F Martin;;;;;;;(Gautier 4 1970);;
6693;26;Ancylus;fluviatilis;;Ethiopia;Tafo Stream 17 km from Addis;Tafo Stream;;;9.01667;38.90000;Stream;Fisseha;;3;1964;;;;;F II, 9;
6694;26;Ancylus;regularis;;Ethiopia;Stream 15 km W of Dilla;Dilla;6° 25' 0N;38° 19' 0E;6.41670;38.31670;Stream;Brown;22;5;1962;;;;;F II, 9;
6695;26;Burnupia;verreauxi;;South Africa;Cape Province, Mkankata, Libode dist, 1987;Libode ;31° 31' 60S;29° 1' 0E;-31.53330;29.01670;;V Eeden;;;1968;;12;;;;
6696;26;Burnupia;verreauxi;;South Africa;Cape Province, Somerset East District ;Somerset East;32° 43' 0S;25° 34' 60E;-32.71670;25.58330;;V Eeden;;;1968;;27;;;;
6697;26;Burnupia;verreauxi;;South Africa;Cape Province, Bloukrans River, Bathurst District. 1965;Bathurst ;33° 28' 60S;26° 49' 60E;-33.48330;26.83330;River;V Eeden;;;1968;;31;;;;
6698;26;Burnupia;verreauxi;;South Africa;Cape Province, Kalkoen Krantz,  Middelburg District. 1965;Kalkoen Krantz ;26° 52' 0S;30° 7' 60E;-26.86670;30.13330;;V Eeden;;;1968;;38;;;;
6699;26;Burnupia;verreauxi;;South Africa;Cape Province, Zoutspandrift Cr. Cradock District. 1965;Cradock ;32° 10' 60S;25° 37' 0E;-32.18330;25.61670;;V Eeden;;;1968;;36;;;;
6700;26;Burnupia;verreauxi;;South Africa;Cape Province, Gchola Stream, Willowvale District. 1967;Willowvale;;;;;Stream;V Eeden;;;1968;;24;;;;
6701;26;Burnupia;verreauxi;;South Africa;Cape Province, Stockdale, Somerset East District. 1965;Stockdale;31° 41' 60S;26° 3' 0E;-31.70000;26.05000;;V Eeden;;;1968;;5;;;;
6702;26;Burnupia;verreauxi;;South Africa;Cape Province, King Williamstown. 1967;King Williamstown;32° 52' 60S;27° 23' 60E;-32.88330;27.40000;;V Eeden;;;1968;;8;;;;
6703;26;Burnupia;verreauxi;;South Africa;Cape Province, Enon, Kirkwood District, 1965;Enon;33° 22' 60S;25° 33' 0E;-33.38330;25.55000;;V Eeden;;;1968;;35;;;;
6704;26;Burnupia;verreauxi;;South Africa;Cape Province, Twistkraal, Middelburg District, 1965;Twistkraal;31°39'0'' S;24°47'0'' E;;;;V Eeden;;;1968;;4;;;;
6705;26;Burnupia;verreauxi;;South Africa;Cape Province, Dabadaba, East London District, 1967;East London ;33° 1' 60S;27° 55' 0E;-33.03330;27.91670;;V Eeden;;;1968;;49;;;;
6706;26;Burnupia;verreauxi;;South Africa;Cape Province, Stream near East London, 1967;East London;33° 1' 60S;27° 55' 0E;-33.03330;27.91670;Stream;V Eeden;;;1968;;18;;;;
6707;26;Burnupia;verreauxi;;South Africa;Cape Province, Comdebo River, Graaf Reinet District, 1965;Graaf Reinet ;32° 15' 0S;24° 33' 0E;-32.25000;24.55000;River;V Eeden;;;1968;;3;;;;
6708;26;Burnupia;verreauxi;;South Africa;Cape Province, Weir in Sundays River, Kirkwood District, 1965;Kirkwood ;33° 24' 56S;25° 26' 37E;-33.41560;25.44360;Dam;V Eeden;;;1968;;34;;;;
6709;26;Burnupia;verreauxi;;South Africa;Cape Province, Sundays River, Kirkwood District, 1965;Kirkwood ;33° 24' 56S;25° 26' 37E;-33.41560;25.44360;River;V Eeden;;;1968;;1;;;;
6710;26;Burnupia;verreauxi;;South Africa;Cape Province, Cegenwona River, Butterworth District, 1967;Butterworth;32° 19' 60S;28° 8' 60E;-32.33330;28.15000;River;V Eeden;;;1968;;21;;;;
6711;26;Burnupia;verreauxi;;South Africa;Cape Province, Edsdale Gr. Bathurst District, 1965;Bathurst ;33° 28' 60S;26° 49' 60E;-33.48330;26.83330;;V Eeden;;;1968;;32;;;;
6712;26;Burnupia;verreauxi;;South Africa;Cape Province, Bashee River, Umtata District, 1967;Umtata;31° 34' 60S;28° 46' 60E;-31.58330;28.78330;River;V Eeden;;;1968;;22;;;;
6713;26;Burnupia;verreauxi;;South Africa;Cape Province, Berlin road, East London District, 1967;Berlin;32° 52' 60S;27° 34' 60E;-32.88330;27.58330;;V Eeden;;;1968;;17;;;;
6714;26;Burnupia;verreauxi;;South Africa;Cape Province, Qumbu lakeside, 1967;Qumbu;31° 8' 60S;28° 52' 0E;-31.15000;28.86670;Lake;V Eeden;;;1968;;14;;;;
6715;26;Burnupia;verreauxi;;South Africa;Cape Province, Sundays River, 8 miles below Kirkwood, 1965;Kirkwood ;33° 24' 56S;25° 26' 37E;-33.41560;25.44360;River;V Eeden;;;1968;;30;;;;
6716;26;Burnupia;verreauxi;;South Africa;Cape Province, Martindale station, Bathurst  District, 1965;Bathurst ;33° 28' 60S;26° 49' 60E;-33.48330;26.83330;;V Eeden;;;1968;;33;;;;
6717;26;Burnupia;verreauxi;;South Africa;Cape Province, Sunnyside, Kirkwood District, 1965;Sunnyside;32° 38' 60S;27° 19' 0E;-32.65000;27.31670;;V Eeden;;;1968;;28;;;;
6718;26;Burnupia;verreauxi;;South Africa;Cape Province, Stream 2 miles from Butterworth, 1967;Butterworth;32° 19' 60S;28° 8' 60E;-32.33330;28.15000;Stream;V Eeden;;;1968;;39;;;;
6719;26;Burnupia;verreauxi;;South Africa;Cape Province, Stream Qinita, Transkei, East London District, 1967;Transkei;31°30'0'' S;29°0'0'' E;;;Stream;V Eeden;;;1968;;19;;;;
6720;26;Burnupia;verreauxi;;South Africa;Cape Province, Sundays River, Kirkwood District, 1965;Kirkwood ;33° 24' 56S;25° 26' 37E;-33.41560;25.44360;River;V Eeden;;;1968;;29;;;;
6721;26;Burnupia;verreauxi;;South Africa;Cape Province, Mfundisweni, Flagstaff District, 1967;Mfundisweni ;30° 53' 60S;29° 31' 0E;-30.90000;29.51670;;V Eeden;;;1968;;48;;;;
6722;26;Burnupia;verreauxi;;South Africa;Cape Province, Graaf Reinet, Somerset East District, 1965;Graaf Reinet;32° 15' 0S;24° 33' 0E;-32.25000;24.55000;;V Eeden;;;1968;;37;;;;
6723;26;Burnupia;verreauxi;;South Africa;Cape Province, Stream at Magutywa, Tsolo District, 1967;Magutywa;31° 13' 0S;28° 38' 60E;-31.21670;28.65000;Stream;V Eeden;;;1968;;44;;;;
6724;26;Burnupia;verreauxi;;South Africa;Cape Province, Graat Rietpoort Cr. Middelburg District, 1965;Graat Rietpoort;;;;;;V Eeden;;;1968;;7;;;;
6725;26;Burnupia;verreauxi;;South Africa;Cape Province, Nqusi, Kentani District, 1967;Nqusi;32° 28' 60S;28° 23' 60E;-32.48330;28.40000;;V Eeden;;;1968;;42;;;;
6726;26;Burnupia;verreauxi;;South Africa;Cape Province, Stream Qinita, East London District, 1967;East London;33° 1' 60S;27° 55' 0E;-33.03330;27.91670;Stream;V Eeden;;;1968;;19;;;;
6727;26;Burnupia;verreauxi;;South Africa;Cape Province, Caba, Qumbu District, 1967;Caba;31° 40' 60S;28° 21' 0E;-31.68330;28.35000;;V Eeden;;;1968;;15;;;;
6728;26;Burnupia;verreauxi;;South Africa;Cape Province, Sundays River, Uitenhage District, 1965;Uitenhage ;33° 45' 55S;25° 24' 8E;-33.76530;25.40220;River;V Eeden;;;1968;;2;;;;
6729;26;Burnupia;verreauxi;;South Africa;Cape Province, Nocwane River, Willowvale District, 1967;Willowvale;;;;;River;V Eeden;;;1968;;23;;;;
6730;26;Burnupia;verreauxi;;South Africa;Cape Province, Coombs Aly. Bathurst District, 1965;Bathurst ;33° 28' 60S;26° 49' 60E;-33.48330;26.83330;;V Eeden;;;1968;;6;;;;
6731;26;Burnupia;verreauxi;;South Africa;Cape Province, Stream at Balasi, Qumbu District, 1967;Balasi;31° 4' 60S;29° 31' 60E;-31.08330;29.53330;;V Eeden;;;1968;;45;;;;
6732;26;Burnupia;verreauxi;;South Africa;Cape Province, Sinanguano River, Port St. Johns District, 1967;Port St. Johns ;31° 37' 60S;29° 31' 60E;-31.63330;29.53330;River;V Eeden;;;1968;;13;;;;
6733;26;Burnupia;verreauxi;;South Africa;Cape Province, Gaga River, Kentani District, 1967;Kentani ;32° 31' 0S;28° 19' 0E;-32.51670;28.31670;River;V Eeden;;;1968;;22;;;;
6734;26;Burnupia;verreauxi;;DR Congo;Katanga, Buluo River;Buluo River;11° 0' 60S;26° 51' 0E;-11.01667;26.85000;River;Malaisse;8;5;1969;;6333;;;;
6735;26;Burnupia;verreauxi;;Kenya;Dam at Kiserian village, Ngong Hills;Kiserian ;1° 25' 60S;36° 40' 60E;-1.43330;36.68330;Dam;Young;;;1972;;22;;;;
6736;26;Burnupia;verreauxi;;DR Congo;Katanga, Buluo River;Buluo River;11° 0' 60S;26° 51' 0E;-11.01667;26.85000;River;Malaisse;28;7;1969;;7053;;;;
6737;26;Burnupia;verreauxi;;DR Congo;Katanga, Lukutwe;Lukutwe;3° 48' 15S;29° 6' 12E;-3.80420;29.10330;;Malaisse;14;8;1969;;7067;;;;
6738;26;Burnupia;kempi;;Uganda;Lake Mutanda;Lake Mutanda;;;-1.20861;29.67528;Lake ;Cridland;27;12;1958;;;;;;
6739;26;Burnupia;kempi;;Kenya;North Kinangoni, Stream S of Kipipiri;Kinangoni;3° 52' 0S;39° 13' 60E;-3.86670;39.23330;Stream;Brown;;;1972;;72/44;;;;
6740;26;Burnupia;kempi;;Kenya;Tributary  of Thingitka River, N of Nitubu, Mt. Kenya;Mt. Kenya;;;-0.16667;37.33333;River;Young;;;1972;;53;;;;
6741;26;Burnupia;kempi;;Uganda;Lake Victoria at Ramafuta Island, 30 feet;Ramafuta Island;;;0.35389;33.26111;Lake;Cridland;;;1954;;;;;;
6742;26;Burnupia;kempi;;Kenya;Ragati River, near Karatina;Karatina;1° 0' 0S;36° 46' 0E;-1.00000;36.76670;River;Young;;;1972;;47;;;;
6743;26;Burnupia;kempi;;DR Congo;Ufumbira, Kivu;Kivu;2°30'0'' S;28°0'0'' E;;;;Preston;;;;;;;MCB;;
6744;26;Burnupia;kempi;;Kenya;Kururu River near Gaturi, Mt. Kenya;Gaturi;0° 27' 0S;36° 51' 0E;-0.45000;36.85000;River;Young;;;1972;;45;;;;
6745;26;Burnupia;sp.;;Ethiopia;8 km N of Gorgora;Gorgora;12° 14' 25N;37° 18' 3E;12.24030;37.30080;;Brown;24;8;1962;;;;;;
6746;26;Burnupia;edwardiana;;Uganda;Lake Edward between Nyamagasani and Congo;Nyamagasani;0° 9' 0S;29° 49' 0E;-0.15000;29.81667;Lake;Cridland;;2;1954;;;;;;
6747;26;Burnupia;caffra;;Zimbabwe;Stream in the rainforest at Victoria Falls;Victoria Falls;17° 55' 60S;25° 49' 60E;-17.93330;25.83330;Stream;Cridland;;7;1963;;136;;;;
6748;26;Burnupia;caffra;;DR Congo;Katanga, Muniama River, Kafubu region ;Kafubu ;11° 45' 0S;27° 34' 0E;-11.75000;27.56670;River;Symoens;;11;1962;;9833;;;;
6749;26;Burnupia;mooiensis;;DR Congo;Katanga, Kifumanzi River, at Mututa;Mututa;11° 20' 60S;27° 46' 60E;-11.35000;27.78330;River;Symoens;4;7;1965;;11635;;;;
6750;26;Burnupia;mooiensis;;DR Congo;Katanga, Lukutwe;Lukutwe;3° 48' 15S;29° 6' 12E;-3.80420;29.10330;;Malaisse;14;8;1969;;7067;;;;
6751;26;Burnupia;kimiloloensis;;DR Congo;Katanga, Lupambashi River ;Lupembashi River;11° 3' 0S;27° 5' 0E;-11.05000;27.08333;River;Malaisse;22;4;1969;;6304;;;;
6752;26;Burnupia;kimiloloensis;;DR Congo;Katanga, Lundi River at Kipushia;Kipushia;12° 58' 0S;29° 30' 0E;-12.96670;29.50000;River;Symoens;9;3;1966;;12430;;;;
6753;26;Burnupia;sp.;;Zimbabwe;Dando River, near Sinoia;Sinoia;17° 22' 0S;30° 11' 60E;-17.36670;30.20000;River;Cridland;;7;1963;;118;;;;
6754;26;Burnupia;sp.;;Zimbabwe;Hunygani River, Sinoia;Sinoia;17° 22' 0S;30° 11' 60E;-17.36670;30.20000;River;Cridland;;6;1962;;54;;;;
6755;26;Burnupia;sp.;;Zimbabwe;Makabusi River 7 miles from Harare (Salisbury);Harare;17° 49' 4S;31° 2' 41E;-17.81780;31.04470;River;Cridland;;;1963;;254;;;;
6756;26;Burnupia;sp.;;Zimbabwe;Mutsungwe River 15 miles from Victoria on Shabani road ;Mutsungwe River;;;-20.11667;30.60000;River;Alves;4;12;1952;;(164R);;;;
6757;26;Burnupia;caffra;;Zambia;Musinga, Lwinili Dam;Musinga;;;;;Dam;Overby;30;3;1982;820414-2;;;"""gordonensis"", Det. GMB ";;
6758;26;Burnupia;caffra;;Zimbabwe;Bulawayo;Bulawayo;20° 8' 60S;28° 34' 60E;-20.15000;28.58330;;;;5;52;;;;"""gordonensis"", Lab. No. 60R";;
6759;26;Burnupia;"""gordonensis""";;Zimbabwe;Umtilikwe River, Ndanga reserve;Ndanga ;20° 10' 60S;31° 19' 60E;-20.18330;31.33330;River;Clarke/Alves;;10;1954;;(336R);;;;
6760;26;Burnupia;gordonensis ;;Zimbabwe;Gwebi River, Old Mazoe road ;Gwebi River;;;-17.81667;30.56667;River;Wilford;4;10;1963;;;;(Garnett);;
6761;26;Burnupia;"""gordonensis""";;Zimbabwe;Rainham Stream 10 miles W of Harare (Salisbury) to Bulawayo;Harare;17° 49' 4S;31° 2' 41E;-17.81780;31.04470;Stream;Cridland;;5;1962;;39;;;;
6762;26;Burnupia;"""gordonensis""";;Zimbabwe;Gwebi River 25 miles from Harare (Salisbury) to Chirunda;Harare;17° 49' 4S;31° 2' 41E;-17.81780;31.04470;River;Cridland;;5;1962;;29;;;;
6763;26;Burnupia;caffra;;Zimbabwe;Dam in Matopos;Matopos;20° 25' 0S;28° 28' 60E;-20.41670;28.48330;Dam;Thames;18;6;1952;;(60R);;"""gordonensis""";;
6764;26;Burnupia;caffra;;DR Congo;Katanga, Kifumanzi River, at Mututa;Mututa;11° 20' 60S;27° 46' 60E;-11.35000;27.78330;River;Symoens;4;7;1965;;11635;;"""gordonensis""";;
6765;26;Burnupia;"""gordonensis""";;South Africa;Durban;Durban;29° 51' 0S;31° 1' 0E;-29.85000;31.01670;;Brown;23;1;1965;;;;;;
6766;26;Burnupia;"""gordonensis""";;Zimbabwe;Mazoe River, Shamva;Shamva;17° 18' 56S;31° 34' 14E;-17.31560;31.57060;River;Cridland;;5;1962;;22;;;;
6767;26;Burnupia;"""gordonensis""";;Zimbabwe;Gwebi River ;Gwebi River ;;;;;River;Cridland;;;1963;;173;;;;
6768;26;Burnupia;"""gordonensis""";;Zimbabwe;Manyongo River 10 miles from Harare (Salisbury);Harare;17° 49' 4S;31° 2' 41E;-17.81780;31.04470;River;Cridland;;;1963;;357;;;;
6769;26;Burnupia;"""gordonensis""";;Zimbabwe;Mazoe River below the Dam;Mazoe River;;;-18.35000;29.55000;River;Cridland;;;1963;;150;;;;
6770;26;Burnupia;ponsonbyi;;Zimbabwe;Inyarerwe River, Inyanga;Inyanga;18° 13' 0S;32° 45' 0E;-18.21670;32.75000;River;Alves;;;;;(52R);;"""stenochorias""";;
6771;26;Burnupia;"""stenochorias""";;Zimbabwe;18 miles N of Sipolilo on road to Zambusi;Sipolilo;16° 40' 0S;30° 41' 60E;-16.66670;30.70000;;Mason;;;1963;;113;;;;
